reservation_id,customer_id,table_id,reservation_date,reservation_time,number_of_guests,reservation_status,special_request
457,1637,30,8/23/2015,12:00,8,CANCELLED,
458,1687,26,10/15/2015,11:00,2,CONFIRMED,
459,1866,28,7/5/2015,13:30,3,CANCELLED,Quiet area
460,1501,25,2/20/2015,13:30,8,COMPLETED,Window seat
461,900,4,8/1/2015,11:15,3,COMPLETED,Birthday
462,175,10,5/17/2015,16:45,2,COMPLETED,Window seat
463,1613,5,4/27/2015,13:45,6,COMPLETED,Quiet area
464,1950,29,9/22/2015,21:30,8,CONFIRMED,Quiet area
465,1470,5,9/22/2015,12:00,1,COMPLETED,Birthday
466,889,13,2/1/2015,17:00,2,CANCELLED,Window seat
467,1294,29,1/1/2016,21:30,1,COMPLETED,Quiet area
468,1478,29,6/10/2015,16:00,4,COMPLETED,
469,1435,20,7/26/2015,18:15,2,CANCELLED,
470,1429,26,6/26/2015,21:45,8,CONFIRMED,Birthday
471,1101,3,6/21/2015,17:15,1,CANCELLED,
472,191,10,9/19/2015,19:30,3,CANCELLED,Birthday
473,48,25,1/15/2015,19:30,2,CONFIRMED,Birthday
474,1035,24,2/26/2015,22:00,6,COMPLETED,Birthday
475,254,21,1/25/2015,21:00,5,COMPLETED,Birthday
476,929,19,6/23/2015,14:15,1,COMPLETED,Birthday
477,1463,10,7/13/2015,19:15,2,CONFIRMED,Birthday
478,1686,17,7/4/2015,18:00,3,CONFIRMED,Quiet area
479,168,27,2/17/2015,11:45,6,CONFIRMED,Quiet area
480,160,7,7/9/2015,21:45,8,CANCELLED,
481,1786,17,5/16/2015,20:45,6,CANCELLED,Quiet area
482,1499,15,8/2/2015,13:15,8,CANCELLED,Window seat
483,265,16,12/27/2015,19:00,8,CANCELLED,Window seat
484,67,15,3/22/2015,19:30,8,CONFIRMED,
485,226,28,3/3/2015,16:30,6,CONFIRMED,
486,761,5,6/6/2015,16:30,2,COMPLETED,Quiet area
487,292,1,10/29/2015,17:00,2,COMPLETED,Birthday
488,1678,7,9/8/2015,11:00,2,CANCELLED,Birthday
489,856,3,9/4/2015,20:30,1,CANCELLED,Quiet area
490,1601,29,7/13/2015,18:15,5,CONFIRMED,
491,1560,21,8/19/2015,21:45,8,CONFIRMED,Birthday
492,794,3,4/30/2015,17:30,6,CANCELLED,
493,1508,22,5/23/2015,21:00,8,CONFIRMED,
494,1150,19,11/27/2015,12:00,4,CONFIRMED,
495,1961,18,10/19/2015,19:15,1,COMPLETED,
496,247,29,12/4/2015,19:15,1,CONFIRMED,Birthday
497,503,26,12/28/2015,20:45,3,CONFIRMED,
498,823,20,10/29/2015,11:45,5,CONFIRMED,Birthday
499,850,14,1/13/2015,19:30,2,COMPLETED,Birthday
500,204,3,10/5/2015,13:30,2,CONFIRMED,Window seat
501,316,9,6/7/2015,17:15,2,CONFIRMED,
502,56,11,1/1/2016,11:30,2,COMPLETED,
503,846,11,6/15/2015,15:45,2,CONFIRMED,
504,1541,7,11/2/2015,20:15,3,COMPLETED,
505,1945,25,2/28/2015,15:00,6,COMPLETED,Quiet area
506,135,18,9/5/2015,11:45,6,CANCELLED,Window seat
507,552,30,10/11/2015,20:00,1,CONFIRMED,
508,624,21,10/18/2015,17:45,2,CONFIRMED,
509,765,7,10/4/2015,13:15,2,CANCELLED,Quiet area
510,86,30,1/1/2015,18:30,8,CANCELLED,Window seat
511,1912,1,9/4/2015,15:30,1,CANCELLED,Quiet area
512,1199,12,9/19/2015,15:00,3,CONFIRMED,
513,616,19,2/15/2015,17:00,2,CONFIRMED,
514,432,9,11/9/2015,19:30,6,CANCELLED,Birthday
515,1542,21,12/29/2015,18:30,4,CONFIRMED,Birthday
516,942,11,11/3/2015,16:00,3,CANCELLED,Window seat
517,1247,21,9/1/2015,11:00,1,CANCELLED,Window seat
518,1562,14,7/21/2015,19:00,8,CANCELLED,
519,1828,18,12/10/2015,18:00,1,COMPLETED,Quiet area
520,793,27,4/1/2015,22:00,5,CONFIRMED,Quiet area
521,911,12,1/5/2015,14:00,3,COMPLETED,Birthday
522,1672,7,11/11/2015,21:30,2,CANCELLED,Window seat
523,1982,8,7/5/2015,11:30,8,COMPLETED,
524,402,7,11/23/2015,17:00,1,COMPLETED,
525,350,17,10/10/2015,14:15,8,CONFIRMED,
526,261,5,5/13/2015,20:15,2,CANCELLED,Birthday
527,1987,7,12/21/2015,21:30,1,CANCELLED,
528,5,29,8/7/2015,21:00,8,COMPLETED,Quiet area
529,562,28,3/4/2015,21:45,6,COMPLETED,Birthday
530,1811,17,4/25/2015,11:30,1,COMPLETED,
531,11,15,7/20/2015,14:30,5,CONFIRMED,
532,1511,26,4/26/2015,22:45,1,CONFIRMED,Window seat
533,675,7,6/9/2015,12:00,2,CONFIRMED,Quiet area
534,1214,14,11/17/2015,16:30,1,CONFIRMED,
535,1964,16,6/24/2015,11:30,3,CANCELLED,Window seat
536,1565,3,2/18/2015,21:45,8,CANCELLED,
537,1878,3,1/18/2015,17:30,1,CANCELLED,
538,127,26,8/15/2015,11:30,2,CANCELLED,Quiet area
539,1388,3,1/29/2015,19:00,2,COMPLETED,Quiet area
540,1265,13,7/30/2015,14:00,2,COMPLETED,Quiet area
541,1803,15,11/14/2015,20:00,6,COMPLETED,
542,1204,15,4/9/2015,12:00,5,CONFIRMED,
543,1215,23,4/10/2015,20:15,2,CANCELLED,
544,863,9,9/4/2015,22:45,5,CONFIRMED,Window seat
545,124,5,3/7/2015,15:45,1,CANCELLED,Birthday
546,302,10,8/29/2015,15:30,2,COMPLETED,Birthday
547,118,1,5/2/2015,19:00,2,COMPLETED,Birthday
548,1312,7,4/14/2015,12:30,3,CONFIRMED,Quiet area
549,1229,23,12/21/2015,16:30,8,CANCELLED,Birthday
550,333,14,2/23/2015,18:00,5,COMPLETED,Window seat
551,1309,30,4/25/2015,22:15,1,COMPLETED,
552,985,7,6/19/2015,22:45,3,CONFIRMED,Quiet area
553,744,6,1/6/2015,12:30,1,CONFIRMED,
554,596,4,8/14/2015,14:30,2,CONFIRMED,
555,582,7,3/31/2015,14:30,3,CANCELLED,Window seat
556,366,11,4/11/2015,11:15,3,COMPLETED,
557,777,1,12/2/2015,12:30,2,CONFIRMED,Birthday
558,758,15,7/10/2015,21:15,3,CANCELLED,
559,1799,29,12/31/2015,12:00,6,CONFIRMED,Window seat
560,393,26,9/30/2015,17:30,3,COMPLETED,
561,1887,14,1/24/2015,20:15,3,CANCELLED,Birthday
562,672,26,5/7/2015,11:30,2,CONFIRMED,
563,429,19,2/11/2015,18:00,8,CONFIRMED,
564,1022,13,9/23/2015,18:15,5,COMPLETED,Birthday
565,1466,17,9/11/2015,18:30,8,CANCELLED,Quiet area
566,425,21,4/23/2015,14:45,1,CONFIRMED,Quiet area
567,871,7,7/13/2015,20:15,4,COMPLETED,Birthday
568,276,18,2/13/2015,15:45,2,CANCELLED,Birthday
569,953,8,9/20/2015,20:30,1,COMPLETED,Quiet area
570,838,15,7/8/2015,18:30,6,COMPLETED,Quiet area
571,905,1,4/30/2015,15:00,2,COMPLETED,
572,1610,10,5/22/2015,14:00,2,CONFIRMED,
573,1119,12,4/13/2015,16:15,1,CANCELLED,Birthday
574,1527,9,12/16/2015,15:15,4,CANCELLED,
575,18,5,6/3/2015,15:30,4,COMPLETED,Quiet area
576,967,27,12/1/2015,19:15,1,COMPLETED,Window seat
577,972,8,4/30/2015,19:45,3,CANCELLED,Quiet area
578,642,11,4/7/2015,17:45,2,CONFIRMED,Quiet area
579,768,15,3/13/2015,20:15,1,COMPLETED,
580,696,16,4/26/2015,17:45,5,CANCELLED,Quiet area
581,668,25,10/28/2015,11:00,4,CONFIRMED,Window seat
582,781,11,4/15/2015,17:00,6,CANCELLED,Quiet area
583,223,7,6/18/2015,20:45,8,CANCELLED,Birthday
584,214,3,12/12/2015,19:15,2,CONFIRMED,
585,383,16,4/12/2015,12:45,1,COMPLETED,Window seat
586,1351,8,9/26/2015,12:45,4,CONFIRMED,Birthday
587,352,17,6/17/2015,17:45,1,CONFIRMED,
588,980,5,2/5/2015,17:15,6,CONFIRMED,Window seat
589,1676,10,12/30/2015,21:45,6,CONFIRMED,
590,1204,19,4/14/2015,19:45,4,COMPLETED,Window seat
591,913,1,2/2/2015,17:15,2,CANCELLED,Birthday
592,943,30,8/25/2015,20:00,8,CANCELLED,
593,711,10,12/25/2015,22:30,8,COMPLETED,
594,851,27,5/8/2015,13:45,2,COMPLETED,Quiet area
595,1431,30,10/19/2015,12:45,2,CANCELLED,
596,561,8,11/18/2015,19:30,2,CANCELLED,
597,1862,23,9/10/2015,17:00,3,COMPLETED,
598,1034,25,6/16/2015,17:45,2,CONFIRMED,Birthday
599,947,7,1/14/2015,12:45,1,COMPLETED,Birthday
600,1753,24,4/10/2015,17:00,6,CONFIRMED,Birthday
601,670,4,12/10/2015,22:45,2,COMPLETED,Quiet area
602,1124,3,12/3/2015,14:45,2,CONFIRMED,Quiet area
603,1724,27,3/24/2015,13:00,4,CANCELLED,
604,255,6,10/1/2015,22:45,4,CONFIRMED,
605,1388,22,5/20/2015,13:45,1,COMPLETED,Window seat
606,1829,7,12/12/2015,19:15,1,COMPLETED,
607,800,27,12/20/2015,15:45,2,CONFIRMED,
608,1582,1,7/13/2015,14:15,1,COMPLETED,Window seat
609,33,7,8/4/2015,11:00,2,COMPLETED,Window seat
610,452,22,2/19/2015,21:15,2,CANCELLED,Window seat
611,1050,2,2/25/2015,16:30,6,CANCELLED,Window seat
612,1914,20,10/5/2015,17:45,3,CONFIRMED,Window seat
613,731,7,6/15/2015,13:00,2,COMPLETED,Birthday
614,436,1,8/23/2015,14:00,6,CANCELLED,Birthday
615,90,21,2/4/2015,14:45,5,COMPLETED,
616,1460,16,10/2/2015,20:15,2,COMPLETED,
617,1293,20,12/23/2015,17:15,5,COMPLETED,Window seat
618,1744,21,12/8/2015,18:00,5,COMPLETED,
619,784,20,9/19/2015,21:15,8,CANCELLED,
620,477,23,1/11/2015,20:00,1,COMPLETED,Window seat
621,1551,24,5/5/2015,20:00,6,CONFIRMED,Window seat
622,608,12,4/14/2015,13:45,8,CONFIRMED,
623,1514,8,6/18/2015,13:30,8,COMPLETED,
624,1328,17,5/28/2015,11:15,6,CANCELLED,Birthday
625,422,11,10/4/2015,11:15,3,CANCELLED,Window seat
626,1068,20,6/14/2015,13:45,6,CANCELLED,
627,144,3,4/9/2015,11:15,8,CONFIRMED,Window seat
628,1214,3,10/9/2015,14:15,2,CANCELLED,
629,638,14,3/26/2015,22:15,8,CONFIRMED,Quiet area
630,621,6,5/27/2015,20:45,3,CANCELLED,Window seat
631,164,9,7/4/2015,17:45,8,CONFIRMED,Quiet area
632,1035,15,11/9/2015,22:45,6,CONFIRMED,Quiet area
633,876,1,2/12/2015,15:15,6,CANCELLED,Window seat
634,950,9,6/6/2015,18:30,6,COMPLETED,
635,148,20,6/20/2015,13:45,8,CONFIRMED,Window seat
636,9,30,1/7/2015,19:30,3,COMPLETED,Quiet area
637,1926,30,7/22/2015,22:30,6,COMPLETED,Quiet area
638,838,10,1/20/2015,12:45,2,CANCELLED,Window seat
639,1961,7,5/11/2015,22:30,6,CANCELLED,Quiet area
640,1427,21,1/30/2015,21:45,5,COMPLETED,Window seat
641,71,8,7/5/2015,21:00,8,CANCELLED,Window seat
642,1934,9,12/15/2015,13:30,8,CONFIRMED,
643,26,19,3/1/2015,12:45,2,COMPLETED,
644,1062,29,4/7/2015,17:15,2,COMPLETED,Birthday
645,1026,23,9/30/2015,21:45,4,CANCELLED,Birthday
646,1542,24,2/15/2015,12:30,6,CONFIRMED,Birthday
647,1905,24,7/23/2015,22:30,3,CONFIRMED,Window seat
648,4,27,2/19/2015,12:45,8,CANCELLED,Quiet area
649,1502,21,8/9/2015,13:15,4,COMPLETED,Window seat
650,406,23,9/7/2015,13:00,2,COMPLETED,
651,381,27,4/13/2015,11:15,3,CONFIRMED,Birthday
652,903,29,11/17/2015,20:00,6,CANCELLED,Window seat
653,176,3,7/13/2015,12:30,4,CONFIRMED,Birthday
654,979,1,9/6/2015,21:00,3,CONFIRMED,
655,1363,9,10/26/2015,11:00,1,CONFIRMED,
656,770,26,11/5/2015,19:30,1,COMPLETED,Quiet area
657,1238,25,8/8/2015,16:30,5,CANCELLED,Birthday
658,1928,11,7/4/2015,21:45,3,COMPLETED,
659,1789,2,6/19/2015,12:00,5,COMPLETED,Quiet area
660,53,24,11/5/2015,12:30,2,CANCELLED,Window seat
661,1267,12,12/18/2015,21:45,8,CANCELLED,Quiet area
662,7,22,11/23/2015,16:00,3,CANCELLED,Birthday
663,1986,28,6/16/2015,21:45,1,CONFIRMED,
664,1514,16,11/10/2015,12:30,6,COMPLETED,Quiet area
665,1504,22,7/17/2015,15:15,2,CANCELLED,Window seat
666,262,28,9/12/2015,12:30,1,CANCELLED,
667,345,28,8/17/2015,12:45,8,CANCELLED,
668,434,8,3/29/2015,21:00,3,CONFIRMED,Quiet area
669,329,23,6/17/2015,17:30,1,CONFIRMED,Birthday
670,1949,22,12/10/2015,12:15,8,CANCELLED,Quiet area
671,1786,3,4/25/2015,20:00,5,CANCELLED,Birthday
672,1340,13,11/25/2015,19:45,6,CONFIRMED,Window seat
673,596,9,2/14/2015,12:00,2,COMPLETED,
674,1525,30,3/1/2015,20:30,3,CONFIRMED,Birthday
675,637,13,2/1/2015,20:15,1,COMPLETED,Quiet area
676,1634,11,12/14/2015,13:15,5,CONFIRMED,Quiet area
677,648,1,3/16/2015,15:15,8,COMPLETED,Quiet area
678,299,5,12/7/2015,22:00,4,CANCELLED,Birthday
679,561,10,12/28/2015,20:45,2,CANCELLED,Window seat
680,1443,16,7/12/2015,11:30,4,CONFIRMED,Window seat
681,1435,28,1/27/2015,13:45,3,CANCELLED,Quiet area
682,45,10,10/8/2015,17:30,2,COMPLETED,Quiet area
683,801,12,2/6/2015,19:30,6,COMPLETED,Window seat
684,200,23,3/9/2015,16:00,6,CANCELLED,Birthday
685,1183,15,3/12/2015,18:45,2,COMPLETED,Window seat
686,1648,7,4/11/2015,22:00,3,COMPLETED,
687,772,4,8/7/2015,21:15,2,CONFIRMED,
688,368,12,1/27/2015,12:30,8,CANCELLED,Quiet area
689,502,5,1/18/2015,12:15,6,COMPLETED,Quiet area
690,1337,10,7/12/2015,22:00,2,COMPLETED,Quiet area
691,753,9,1/6/2015,12:00,8,CONFIRMED,
692,48,16,10/28/2015,20:45,3,COMPLETED,
693,787,26,9/5/2015,21:45,2,COMPLETED,
694,667,5,2/2/2015,22:15,2,COMPLETED,
695,131,13,9/23/2015,20:00,8,CONFIRMED,
696,11,6,10/12/2015,18:30,2,CONFIRMED,
697,1337,5,3/24/2015,12:30,3,CONFIRMED,
698,745,4,10/6/2015,13:45,4,CANCELLED,
699,95,8,9/23/2015,15:45,4,CONFIRMED,
700,1071,16,6/30/2015,20:15,5,CANCELLED,
701,486,22,1/19/2015,14:15,1,COMPLETED,Window seat
702,1212,5,7/3/2015,15:15,3,CANCELLED,
703,1127,14,5/11/2015,15:45,2,CANCELLED,Window seat
704,171,13,5/11/2015,21:45,8,CANCELLED,Window seat
705,145,18,11/19/2015,22:30,3,CANCELLED,Window seat
706,1155,23,12/3/2015,21:15,5,COMPLETED,Window seat
707,777,11,1/14/2015,20:15,6,CONFIRMED,Birthday
708,1401,4,10/8/2015,17:00,2,COMPLETED,
709,1594,12,5/20/2015,13:15,5,COMPLETED,
710,1985,4,4/24/2015,17:00,6,CONFIRMED,Window seat
711,1206,17,9/8/2015,12:30,4,CANCELLED,
712,1130,28,5/19/2015,20:00,4,CONFIRMED,Window seat
713,371,11,6/26/2015,22:45,6,COMPLETED,
714,20,5,12/18/2015,19:15,4,CANCELLED,Window seat
715,1163,5,5/17/2015,11:30,6,CANCELLED,Window seat
716,1448,22,8/23/2015,13:45,6,COMPLETED,Quiet area
717,565,17,8/8/2015,19:15,4,COMPLETED,
718,1579,10,6/10/2015,12:00,6,CONFIRMED,Window seat
719,1179,3,1/30/2015,12:30,2,CANCELLED,Quiet area
720,1971,26,8/6/2015,21:15,1,COMPLETED,Quiet area
721,831,17,1/8/2015,20:15,2,CANCELLED,
722,1439,23,10/1/2015,22:30,6,CONFIRMED,
723,1244,22,8/18/2015,13:15,1,CONFIRMED,
724,1053,12,6/30/2015,11:45,2,COMPLETED,Quiet area
725,1987,6,2/27/2015,16:15,5,CANCELLED,
726,990,10,5/31/2015,15:15,4,CONFIRMED,
727,1891,13,6/6/2015,21:00,3,COMPLETED,
728,118,28,7/2/2015,11:45,8,COMPLETED,Birthday
729,11,12,6/29/2015,22:15,2,COMPLETED,Birthday
730,883,1,9/9/2015,14:00,2,CANCELLED,
731,842,29,3/5/2015,18:00,2,CONFIRMED,Birthday
732,810,8,7/11/2015,15:30,8,COMPLETED,Window seat
733,223,18,8/13/2015,21:45,4,CONFIRMED,Window seat
734,12,12,7/3/2015,22:15,6,CONFIRMED,Window seat
735,274,10,7/22/2015,17:30,1,CONFIRMED,Window seat
736,1943,22,9/3/2015,21:30,3,CONFIRMED,Quiet area
737,1639,16,12/16/2015,22:15,8,COMPLETED,Quiet area
738,270,17,2/26/2015,12:00,6,CONFIRMED,Window seat
739,1572,12,12/17/2015,14:00,1,CANCELLED,Birthday
740,890,14,9/3/2015,15:30,1,COMPLETED,
741,508,25,11/13/2015,13:15,6,CONFIRMED,Birthday
742,1770,25,5/15/2015,22:15,2,CANCELLED,Quiet area
743,1447,7,2/22/2015,22:15,8,CONFIRMED,
744,470,21,3/3/2015,13:45,2,CONFIRMED,Birthday
745,874,7,1/10/2015,20:15,2,CONFIRMED,
746,1076,13,6/6/2015,22:15,6,CONFIRMED,Birthday
747,126,14,9/19/2015,17:00,8,COMPLETED,
748,575,9,6/29/2015,22:45,5,CONFIRMED,Birthday
749,373,29,1/21/2015,11:00,1,CANCELLED,Birthday
750,967,7,5/24/2015,20:00,4,COMPLETED,Window seat
751,745,9,6/21/2015,15:00,8,CONFIRMED,
752,679,22,7/4/2015,22:30,2,CANCELLED,
753,488,17,11/29/2015,15:15,5,CANCELLED,Quiet area
754,268,3,11/19/2015,22:00,2,CONFIRMED,
755,396,30,12/27/2015,18:00,3,CONFIRMED,
756,618,20,8/31/2015,14:15,5,CONFIRMED,Window seat
757,1128,7,12/31/2015,15:30,6,COMPLETED,Quiet area
758,1866,21,8/12/2015,12:45,2,COMPLETED,
759,342,30,11/3/2015,15:15,1,COMPLETED,
760,1627,19,12/22/2015,14:45,1,COMPLETED,
761,339,28,8/13/2015,19:45,2,CANCELLED,Quiet area
762,424,13,4/5/2015,11:15,4,CANCELLED,Window seat
763,1801,19,9/20/2015,18:30,1,COMPLETED,Window seat
764,1131,10,3/2/2015,13:15,4,CONFIRMED,
765,81,8,11/24/2015,13:30,4,CONFIRMED,Birthday
766,1316,28,5/8/2015,14:00,1,CONFIRMED,Birthday
767,665,21,2/12/2015,22:30,5,CANCELLED,Window seat
768,665,14,1/30/2015,21:00,4,COMPLETED,Window seat
769,362,24,5/12/2015,11:00,4,CANCELLED,Quiet area
770,1782,21,11/17/2015,21:15,4,COMPLETED,Window seat
771,418,11,10/25/2015,21:45,4,CONFIRMED,Quiet area
772,755,8,3/17/2015,18:00,6,COMPLETED,Window seat
773,1671,15,4/1/2015,14:45,2,CANCELLED,Window seat
774,44,21,6/8/2015,13:15,4,COMPLETED,
775,294,7,2/6/2015,17:15,2,COMPLETED,Quiet area
776,1489,4,1/7/2015,20:00,2,COMPLETED,Quiet area
777,1693,1,1/7/2015,21:00,2,CONFIRMED,Window seat
778,549,25,3/15/2015,21:00,2,CONFIRMED,
779,1747,18,12/29/2015,12:15,5,CONFIRMED,Quiet area
780,1671,25,3/25/2015,15:30,8,COMPLETED,Window seat
781,1114,8,12/21/2015,15:00,1,CONFIRMED,
782,211,4,9/19/2015,17:15,4,CONFIRMED,Window seat
783,875,1,7/17/2015,13:30,3,CANCELLED,Birthday
784,1407,8,2/27/2015,18:15,6,CONFIRMED,Window seat
785,732,4,2/9/2015,20:30,4,CONFIRMED,Birthday
786,1835,30,1/23/2015,20:15,2,CONFIRMED,Quiet area
787,1229,17,4/3/2015,21:45,5,CONFIRMED,Birthday
788,714,20,2/23/2015,15:45,4,CANCELLED,Birthday
789,1661,30,12/31/2015,12:00,4,CONFIRMED,Window seat
790,800,11,8/17/2015,22:45,2,CONFIRMED,
791,1966,19,5/23/2015,13:00,6,COMPLETED,Window seat
792,723,6,6/13/2015,18:45,6,COMPLETED,Quiet area
793,284,20,12/1/2015,14:45,5,COMPLETED,
794,1091,16,10/2/2015,14:45,8,CONFIRMED,
795,1080,23,10/23/2015,22:15,6,CANCELLED,
796,6,8,4/15/2015,11:30,5,CANCELLED,Quiet area
797,123,5,6/28/2015,16:15,2,COMPLETED,Quiet area
798,497,5,4/18/2015,14:00,6,CANCELLED,Window seat
799,774,4,1/14/2015,22:45,2,COMPLETED,
800,1358,23,10/25/2015,12:45,2,CANCELLED,Window seat
801,749,1,3/14/2015,12:15,2,CONFIRMED,
802,307,19,4/4/2015,18:15,6,CANCELLED,
803,963,23,7/30/2015,22:30,4,COMPLETED,
804,320,10,1/31/2015,21:00,2,CANCELLED,Window seat
805,23,17,7/22/2015,17:45,2,CANCELLED,Birthday
806,1453,30,4/27/2015,17:15,4,COMPLETED,
807,1948,17,3/6/2015,22:15,6,COMPLETED,
808,804,2,4/5/2015,22:00,3,CANCELLED,Quiet area
809,1337,16,11/25/2015,17:45,5,CONFIRMED,
810,1325,26,8/6/2015,14:30,5,CONFIRMED,
811,1236,3,6/21/2015,11:15,5,COMPLETED,Window seat
812,134,18,4/19/2015,20:00,2,COMPLETED,Window seat
813,1308,18,1/17/2015,14:30,3,CONFIRMED,
814,1155,19,9/5/2015,11:00,1,COMPLETED,
815,731,10,5/25/2015,17:15,1,COMPLETED,Quiet area
816,1995,24,3/8/2015,22:00,5,COMPLETED,Quiet area
817,1029,29,3/18/2015,11:45,2,COMPLETED,
818,595,28,3/24/2015,13:45,1,CONFIRMED,
819,1812,23,4/21/2015,21:15,3,CANCELLED,Window seat
820,917,17,3/9/2015,16:30,5,COMPLETED,
821,82,28,12/31/2015,21:45,6,CONFIRMED,Window seat
822,1963,20,3/20/2015,20:45,2,CONFIRMED,
823,1121,5,2/14/2015,18:00,4,COMPLETED,Birthday
824,331,6,2/4/2015,15:30,4,COMPLETED,
825,1456,3,8/24/2015,15:45,2,COMPLETED,Quiet area
826,1925,21,3/5/2015,20:45,2,CONFIRMED,Birthday
827,822,28,7/29/2015,20:15,4,COMPLETED,Birthday
828,766,17,2/12/2015,21:45,5,CANCELLED,Quiet area
829,1272,9,11/26/2015,11:15,1,CANCELLED,
830,1748,1,2/23/2015,15:45,2,CONFIRMED,
831,457,13,7/18/2015,18:00,2,COMPLETED,Quiet area
832,224,15,2/13/2015,13:00,8,COMPLETED,Quiet area
833,674,7,2/3/2015,16:30,6,CANCELLED,Quiet area
834,235,7,5/23/2015,18:00,8,CANCELLED,Window seat
835,1312,16,4/20/2015,16:00,2,CANCELLED,Quiet area
836,1618,2,8/9/2015,18:15,5,CONFIRMED,Window seat
837,1952,28,12/17/2015,17:30,1,COMPLETED,Window seat
838,142,3,5/21/2015,17:00,2,COMPLETED,Quiet area
839,1075,28,4/20/2015,21:30,6,CONFIRMED,
840,701,3,6/2/2015,13:15,6,COMPLETED,Quiet area
841,1097,16,12/19/2015,13:45,8,COMPLETED,
842,1149,13,11/2/2015,14:00,1,CANCELLED,
843,664,20,12/7/2015,22:30,2,CONFIRMED,Window seat
844,1913,29,3/17/2015,18:30,8,CONFIRMED,Quiet area
845,923,9,3/6/2015,21:45,1,CANCELLED,
846,448,4,4/7/2015,17:15,1,CANCELLED,Quiet area
847,430,7,4/8/2015,21:00,5,COMPLETED,Birthday
848,1837,1,6/7/2015,19:00,4,CANCELLED,Quiet area
849,848,21,7/30/2015,16:30,8,CANCELLED,Quiet area
850,233,17,4/1/2015,18:45,5,COMPLETED,Window seat
851,1112,18,8/12/2015,17:30,2,CANCELLED,Quiet area
852,1438,21,11/14/2015,12:00,4,CONFIRMED,
853,1263,21,7/30/2015,12:45,1,CANCELLED,
854,1298,30,8/16/2015,19:00,2,CANCELLED,Birthday
855,434,28,4/25/2015,18:45,6,CONFIRMED,Window seat
856,1947,28,3/5/2015,16:45,8,COMPLETED,Quiet area
857,1602,1,4/25/2015,19:30,5,COMPLETED,Birthday
858,1379,10,5/4/2015,11:45,6,CONFIRMED,
859,1619,1,7/11/2015,19:30,2,COMPLETED,Window seat
860,496,19,10/12/2015,17:15,6,CANCELLED,Quiet area
861,1642,27,10/23/2015,17:15,1,CANCELLED,Quiet area
862,826,24,6/12/2015,19:15,2,COMPLETED,Window seat
863,1033,4,3/2/2015,21:45,2,CANCELLED,Birthday
864,1943,27,6/15/2015,14:00,2,CONFIRMED,
865,1288,14,10/31/2015,13:00,1,CANCELLED,
866,1172,30,7/15/2015,11:15,2,COMPLETED,Birthday
867,1337,6,4/24/2015,15:15,3,CANCELLED,Window seat
868,1578,24,5/14/2015,21:00,6,COMPLETED,
869,1285,30,1/12/2015,21:00,2,CONFIRMED,Quiet area
870,220,30,3/14/2015,15:30,2,CONFIRMED,
871,1730,3,7/5/2015,14:45,8,CONFIRMED,Quiet area
872,848,26,2/7/2015,18:00,1,CONFIRMED,Quiet area
873,1298,13,8/19/2015,13:15,5,COMPLETED,
874,1351,29,10/18/2015,21:00,2,CONFIRMED,Birthday
875,1258,12,11/4/2015,19:00,8,CONFIRMED,
876,1898,24,3/4/2015,14:00,4,CANCELLED,
877,443,17,7/6/2015,12:15,2,CONFIRMED,Birthday
878,171,5,12/21/2015,13:30,3,COMPLETED,Quiet area
879,714,7,12/29/2015,19:30,2,COMPLETED,Quiet area
880,1889,14,4/9/2015,15:15,6,CONFIRMED,Birthday
881,1196,13,10/28/2015,15:15,2,CONFIRMED,Quiet area
882,868,14,11/2/2015,22:30,8,COMPLETED,
883,880,4,4/13/2015,20:30,6,COMPLETED,
884,1822,15,1/18/2015,19:30,2,CANCELLED,Quiet area
885,816,10,1/16/2015,12:15,5,COMPLETED,Quiet area
886,733,26,5/6/2015,12:15,2,CANCELLED,Birthday
887,1597,12,6/10/2015,12:00,2,COMPLETED,
888,438,23,8/27/2015,20:30,5,CONFIRMED,
889,581,3,11/5/2015,14:15,6,CONFIRMED,
890,1176,9,11/27/2015,17:45,2,COMPLETED,Birthday
891,102,7,9/10/2015,18:00,3,COMPLETED,Quiet area
892,928,4,3/29/2015,20:30,2,CANCELLED,Quiet area
893,584,8,1/10/2015,21:00,1,COMPLETED,Birthday
894,76,5,10/1/2015,19:00,6,COMPLETED,
895,195,3,8/1/2015,22:30,8,COMPLETED,Birthday
896,820,25,2/10/2015,19:30,5,COMPLETED,
897,612,2,12/23/2015,18:45,6,CANCELLED,
898,1921,27,11/13/2015,12:00,5,CONFIRMED,
899,285,27,2/23/2015,16:45,1,CONFIRMED,Window seat
900,1483,3,7/8/2015,19:00,3,CANCELLED,
901,227,9,1/25/2015,15:00,1,COMPLETED,Birthday
902,553,23,12/24/2015,13:15,6,CANCELLED,Quiet area
903,654,4,3/17/2015,20:45,2,CANCELLED,Quiet area
904,1069,22,9/28/2015,14:45,2,CANCELLED,Quiet area
905,1583,9,9/5/2015,14:00,5,COMPLETED,Birthday
906,723,23,10/13/2015,14:15,2,CANCELLED,
907,124,3,4/19/2015,11:15,8,COMPLETED,Quiet area
908,215,7,6/24/2015,14:30,8,COMPLETED,Quiet area
909,1737,21,9/16/2015,12:15,2,CONFIRMED,Birthday
910,1778,13,11/14/2015,19:15,8,COMPLETED,Window seat
911,867,3,3/26/2015,21:30,4,CANCELLED,
912,1795,5,2/24/2015,22:00,8,CONFIRMED,
